pack_player_id,player_name,position,nfl_team,fbg_id,cbs_id,fantasypros_id,gsis_id,model_id,source_as_of,exported_at,scoring_fingerprint,authority,fbg_points,cbs_points,fantasypros_points,raw_consensus_points,mean_reversion_delta,within_position_delta,season_context_delta,durability_delta,availability_delta,modified_projection_points,uncertainty_low,uncertainty_high,fallback_reason,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18
fbg:HillTy00,Tyreek Hill,WR,FA,HillTy00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,72.4,0,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:NoelJa00,Jaylin Noel,WR,HOU,NoelJa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,71.8,74.6,74.1,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:BoerNa00,Nate Boerkircher,TE,JAX,BoerNa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,17.3,55.8,37.3,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbs:3117113,Tom Kennedy,WR,DET,,3117113,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,71.4,,71.4,,,,,,,,,Document the explicit fallback used,,,,,,,,,,,,,,,,,,
fbg:SpanBr00,Brevyn Spann-Ford,TE,DAL,SpanBr00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,17.1,27.4,9.4,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:DurhPa00,Payne Durham,TE,TB,DurhPa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,17,22.8,20.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:StovCa00,Cade Stover,TE,HOU,StovCa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,17,34.7,33.2,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:StolJa00,Jack Stoll,TE,CLE,StolJa00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,16.4,25.8,7.8,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:BlueJa01,Jaydon Blue,RB,DAL,BlueJa01,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,61.3,19.7,46.5,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbg:TagoTu00,Tua Tagovailoa,QB,ATL,TagoTu00,,,,replace-with-immutable-model-id,,,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,192.7,263.5,187.8,214.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
