playerId,name,position,team,sourceRank,primarySource,primaryProjection,scheduleProjection,scheduleVbdDelta,fbg,legacyFbgWeekly,cbs,fantasyPros,pff,sourceMedian,sourceRange,candidateModel,vbd,expectedVbd,vbdDelta,cbsVbd,fantasyProsVbd,pffVbd,intrinsic,market,maxBid,packMarket,packMaxBid,monotoneRoomCurveMarket,fbgValue,fbgGlobalRank,mflAav,fbgLatestTeam,fbgNegativeWeeks,marketPositionRank,fbgPositionRank,mflPositionRank,flags
fbg:LoveCo00,Colston Loveland,TE,CHI,4,Thunder Bowl Consensus,207.4,207.4,0.0,183.9,116.5,224.6,211.6,209.8,210.7,40.7,202.7,35.8,35.8,0.0,44.9,44.4,34.1,13,13,14,14,14,14,3,69,9.56,CHI,0,3,4,7,
fbg:RiceRa01,Rashee Rice,WR,KC,11,Thunder Bowl Consensus,255.0,256.0,1.0,218.3,,295.5,274.1,232.9,253.5,77.2,154.5,42.2,42.2,0.0,88.3,64.0,14.7,14,14,15,15,15,15,10,38,12.07,,,10,11,24,PROJECTION_SOURCE_RANGE_50|CANDIDATE_MODEL_OUTLIER|MARKET_RANK_VS_MFL_12
fbg:SmitDe04,DeVonta Smith,WR,PHI,12,Thunder Bowl Consensus,236.9,239.9,3.0,236.9,152.8,225.3,236.7,248.4,236.8,23.1,221.6,26.1,26.1,0.0,18.1,26.6,30.2,9,11,11,11,11,11,10,41,20.61,PHI,1,13,12,9,FBG_NEGATIVE_WEEK
fbg:WillKy02,Kyren Williams,RB,LAR,16,Thunder Bowl Consensus,236.0,234.9,-1.1,230.0,,232.7,240.4,240.8,236.6,10.8,185.5,45.6,45.6,0.0,46.9,44.1,54.8,16,13,14,14,14,14,18,22,25.39,,,14,14,6,CANDIDATE_MODEL_OUTLIER
fbg:BurrJo01,Joe Burrow,QB,CIN,3,Thunder Bowl Consensus,359.4,359.7,0.3,374.0,369.3,348.7,366.1,348.4,357.4,25.6,277.2,21.6,21.6,0.0,11.9,20.8,,8,11,11,11,11,11,23,15,20.23,CIN,0,3,3,3,CANDIDATE_MODEL_OUTLIER
fbg:WillJa08,Javonte Williams,RB,DAL,17,Thunder Bowl Consensus,226.4,226.2,-0.2,225.5,192.4,209.2,234.6,236.2,230.1,27.0,183.9,36.9,36.9,0.0,23.4,38.3,50.2,13,10,11,11,11,11,16,26,17.45,DAL,1,17,15,15,FBG_NEGATIVE_WEEK|CANDIDATE_MODEL_OUTLIER
fbg:OlavCh00,Chris Olave,WR,NO,13,Thunder Bowl Consensus,248.2,251.2,3.0,224.6,146.3,265.9,261.8,241.1,251.4,41.3,213.8,37.4,37.4,0.0,58.7,51.7,22.9,12,12,12,12,12,12,7,47,13.77,NO,0,12,15,20,
fbg:SkatCa00,Cam Skattebo,RB,NYG,18,Thunder Bowl Consensus,210.8,210.9,0.1,197.0,177.4,224.8,235.0,186.9,210.9,48.1,114.3,21.6,21.6,0.0,39.0,38.7,0.9,8,7,7,7,7,7,12,35,11.19,NYG,1,22,19,24,FBG_NEGATIVE_WEEK|CANDIDATE_MODEL_OUTLIER
fbg:NabeMa00,Malik Nabers,WR,NYG,14,Thunder Bowl Consensus,235.0,237.7,2.7,218.1,,248.4,240.4,233.3,236.9,30.3,130.1,23.9,23.9,0.0,41.2,30.3,15.1,8,10,10,10,10,10,3,64,10.87,,,14,22,30,CANDIDATE_MODEL_OUTLIER|MARKET_RANK_VS_MFL_12
fbg:McCoLa00,Ladd McConkey,WR,LAC,15,Thunder Bowl Consensus,225.3,228.3,3.0,228.7,,220.1,220.4,232.1,224.6,12.0,199.3,14.5,14.5,0.0,12.9,10.3,13.9,5,7,8,8,8,8,6,51,8.13,,,18,17,39,MARKET_RANK_VS_MFL_12
fbg:JackLa00,Lamar Jackson,QB,BAL,4,Thunder Bowl Consensus,364.9,361.9,-3.0,363.7,,379.4,371.5,345.0,367.6,34.4,340.6,23.8,23.8,0.0,42.6,26.2,,10,14,14,14,14,14,17,24,,,,2,4,,
fbg:EtieTr00,Travis Etienne Jr.,RB,NO,19,Thunder Bowl Consensus,217.9,217.8,-0.1,216.9,179.7,218.6,234.8,201.4,217.8,33.4,221.5,28.5,28.5,0.0,32.8,38.5,15.4,10,9,10,9,9,10,13,33,15.58,NO,0,18,18,16,
fbg:FlowZa00,Zay Flowers,WR,BAL,16,Thunder Bowl Consensus,234.3,237.3,3.0,221.6,145.5,236.6,241.8,237.2,236.9,20.2,243.4,23.5,23.5,0.0,29.4,31.7,19.0,8,9,10,10,10,10,7,49,11.05,BAL,0,15,16,27,MARKET_RANK_VS_MFL_12
fbg:McMiTe00,Tetairoa McMillan,WR,CAR,17,Thunder Bowl Consensus,228.0,231.0,3.0,212.9,141.8,229.6,233.6,236.1,231.6,23.2,224.3,17.2,17.2,0.0,22.4,23.5,17.9,6,8,9,9,9,9,5,55,8.29,CAR,0,17,19,37,MARKET_RANK_VS_MFL_12
fbg:JudkQu00,Quinshon Judkins,RB,CLE,20,Thunder Bowl Consensus,212.3,212.7,0.4,216.1,174.0,195.0,214.1,223.6,215.1,28.6,174.5,23.4,23.4,0.0,9.2,17.8,37.6,9,7,8,8,8,8,11,37,11.15,CLE,1,21,21,25,FBG_NEGATIVE_WEEK
fbg:PittKy00,Kyle Pitts Sr.,TE,ATL,5,Thunder Bowl Consensus,192.7,193.0,0.3,179.9,111.1,201.7,195.6,194.0,194.8,21.8,186.1,21.4,21.4,0.0,22.0,28.4,18.3,8,8,8,8,8,8,2,77,13.43,ATL,1,5,5,4,FBG_NEGATIVE_WEEK
fbg:HiggTe00,Tee Higgins,WR,CIN,18,Thunder Bowl Consensus,223.5,226.5,3.0,219.4,148.0,230.4,221.5,222.8,222.2,11.0,186.2,12.7,12.7,0.0,23.2,11.4,4.6,4,7,7,7,7,7,9,44,11.06,CIN,1,19,13,26,FBG_NEGATIVE_WEEK
fbg:IrviBu00,Bucky Irving,RB,TB,21,Thunder Bowl Consensus,219.9,216.9,-3.0,199.3,,237.8,223.3,219.8,221.6,38.5,182.1,27.6,27.6,0.0,52.0,27.0,33.8,11,8,9,10,10,9,10,40,6.21,,,19,22,41,MARKET_RANK_VS_MFL_12
fbg:FannHa00,Harold Fannin Jr.,TE,CLE,6,Thunder Bowl Consensus,192.6,192.8,0.2,173.5,103.8,202.3,191.2,203.6,196.8,30.1,185.8,21.2,21.2,0.0,22.6,24.0,27.9,8,7,7,7,7,7,1,98,6.75,CLE,1,6,9,11,FBG_NEGATIVE_WEEK
fbg:DaniJa00,Jayden Daniels,QB,WAS,5,Thunder Bowl Consensus,350.1,347.1,-3.0,344.2,,365.5,359.2,331.9,351.7,33.6,258.7,9.0,9.0,0.0,28.7,13.9,,5,6,5,6,6,5,9,43,10.75,,,7,6,14,CANDIDATE_MODEL_OUTLIER
fbg:BurdLu00,Luther Burden III,WR,CHI,19,Thunder Bowl Consensus,213.8,216.8,3.0,215.9,141.6,207.2,208.0,223.9,211.9,16.7,186.9,3.0,3.0,0.0,0.0,-2.1,5.7,1,5,6,5,5,6,5,58,5.46,CHI,0,24,20,52,MARKET_RANK_VS_MFL_12
fbg:SwifDA00,D'Andre Swift,RB,CHI,22,Thunder Bowl Consensus,215.7,215.9,0.2,208.1,177.1,227.5,222.8,204.7,215.4,22.8,200.0,26.6,26.6,0.0,41.7,26.5,18.7,10,8,9,9,9,9,11,36,20.46,CHI,0,20,20,9,
fbg:WarrJa00,Jaylen Warren,RB,PIT,23,Thunder Bowl Consensus,189.3,189.3,0.0,202.3,155.3,182.8,197.5,174.5,190.2,27.8,180.1,0.0,0.0,0.0,-3.0,1.2,-11.5,1,6,7,7,7,7,7,50,11.49,PIT,1,24,26,23,FBG_NEGATIVE_WEEK
cbs:1759407,Michael Burton,RB,CLE,100,Thunder Bowl Consensus,17.0,16.2,-0.8,,,,17.0,,17.0,,31.7,-173.1,-173.1,0.0,,-179.3,,1,1,1,1,1,1,,,,,,115,,,
fbg:KelcTr00,Travis Kelce,TE,KC,7,Thunder Bowl Consensus,182.0,181.4,-0.6,178.4,103.4,179.7,181.6,188.4,180.6,10.0,181.5,9.8,9.8,0.0,0.0,14.4,12.7,4,3,3,3,3,3,1,99,6.06,KC,0,10,10,15,
fbg:HurtJa00,Jalen Hurts,QB,PHI,6,Thunder Bowl Consensus,351.3,351.3,0.0,353.3,354.4,348.7,361.7,341.6,351.0,20.1,329.1,13.2,13.2,0.0,11.9,16.4,,5,8,7,7,7,7,13,31,15.45,PHI,0,5,5,6,
fbg:WilsGa00,Garrett Wilson,WR,NYJ,20,Thunder Bowl Consensus,232.3,235.3,3.0,221.5,132.9,226.6,242.7,238.3,232.4,21.2,202.6,21.5,21.5,0.0,19.4,32.6,20.1,7,8,9,9,9,9,3,71,12.67,NYJ,0,16,26,22,
fbg:MoorDJ00,DJ Moore,WR,BUF,21,Thunder Bowl Consensus,209.3,212.3,3.0,213.2,139.3,199.5,208.7,215.8,210.9,16.3,204.4,-1.5,-1.5,0.0,-7.7,-1.4,-2.4,1,4,4,4,4,4,4,61,15.24,BUF,1,26,21,15,FBG_NEGATIVE_WEEK
fbg:WaddJa00,Jaylen Waddle,WR,DEN,22,Thunder Bowl Consensus,217.7,216.6,-1.1,217.2,,221.4,210.1,222.1,219.3,12.0,192.7,2.8,2.8,0.0,14.2,0.0,3.9,2,5,5,6,6,5,3,67,17.44,,,21,23,12,
cbs:1824308,Ameer Abdullah,RB,JAC,91,Thunder Bowl Consensus,3.8,2.8,-1.0,3.8,,,,,3.8,,32.1,-186.5,-186.5,0.0,,,,1,1,1,1,1,1,,,,,,147,,,
cbs:2010409,Dare Ogunbowale,RB,HOU,94,Thunder Bowl Consensus,22.0,21.1,-0.9,,,22.0,,,22.0,,28.8,-168.2,-168.2,0.0,-163.8,,,1,1,1,1,1,1,,,,,,100,,,
fbg:denxxx99,Denver Broncos,DST,DEN,1,Thunder Bowl Consensus,208.3,208.8,0.5,208.3,146.6,,,,208.3,,,44.2,44.2,0.0,,,,15,6,5,5,5,5,2,76,,DEN,0,1,2,,
fbg:KrafTu00,Tucker Kraft,TE,GB,8,Thunder Bowl Consensus,187.1,187.0,-0.1,173.6,116.5,186.5,178.7,209.9,182.6,36.3,140.5,15.4,15.4,0.0,6.8,11.5,34.2,6,6,6,6,6,6,3,63,12.03,GB,0,7,3,6,CANDIDATE_MODEL_OUTLIER
fbg:PresDa01,Dak Prescott,QB,DAL,7,Thunder Bowl Consensus,350.0,350.1,0.1,342.8,342.4,350.8,356.4,,350.8,13.6,307.7,12.0,12.0,0.0,14.0,11.1,,5,7,6,5,5,6,5,57,11.47,DAL,1,6,8,11,FBG_NEGATIVE_WEEK
fbg:EgbuEm00,Emeka Egbuka,WR,TB,23,Thunder Bowl Consensus,218.4,221.4,3.0,204.3,143.2,218.6,228.2,222.7,220.6,23.9,228.3,7.6,7.6,0.0,11.4,18.1,4.5,2,6,6,6,6,6,6,54,8.24,TB,0,20,18,38,MARKET_RANK_VS_MFL_12
cbs:1620002,Tyler Johnson,WR,DAL,132,Thunder Bowl Consensus,36.7,39.7,3.0,,0.0,36.7,,,36.7,,,-174.1,-174.1,0.0,-170.5,,,1,1,1,1,1,1,,,,DAL,0,137,,,
cbs:2131774,Andrew Beck,RB,NYJ,103,Thunder Bowl Consensus,14.8,13.8,-1.0,,,,14.8,,14.8,,,-175.5,-175.5,0.0,,-181.5,,1,1,1,1,1,1,,,,,,120,,,
cbs:2131579,Nick Chubb,RB,HOU,120,Thunder Bowl Consensus,14.9,14.0,-0.9,,,14.9,,,14.9,,,-175.3,-175.3,0.0,-170.9,,,1,1,1,1,1,1,,,,,,119,,,
cbs:1737078,DeAndre Hopkins,WR,BAL,197,Thunder Bowl Consensus,20.8,23.8,3.0,,0.0,20.8,,,20.8,,,-190.0,-190.0,0.0,-186.4,,,1,1,1,1,1,1,,,,FA,0,184,,,TEAM_CONFLICT_FBG
cbs:2174957,Raheem Mostert,RB,LV,128,Thunder Bowl Consensus,11.8,10.9,-0.9,,,11.8,,,11.8,,,-178.4,-178.4,0.0,-174.0,,,1,1,1,1,1,1,,,,,,126,,,
fbg:htxxxx99,Houston Texans,DST,HOU,2,Thunder Bowl Consensus,204.8,205.4,0.6,204.8,149.4,,,,204.8,,,40.8,40.8,0.0,,,,14,5,4,4,4,4,3,65,,HOU,0,2,1,,
fbg:StafMa00,Matthew Stafford,QB,LAR,8,Thunder Bowl Consensus,343.4,344.4,1.0,342.2,333.8,334.5,353.4,,342.2,18.9,307.8,6.3,6.3,0.0,-2.3,8.1,,3,4,3,3,3,3,1,85,12.77,LAR,0,10,12,10,
cbs:2222046,Trayveon Williams,RB,CLE,99,Thunder Bowl Consensus,36.5,35.8,-0.7,,,,36.5,,36.5,,16.5,-153.5,-153.5,0.0,,-159.8,,1,1,1,1,1,1,,,,,,83,,,
cbs:1860834,Tyler Lockett,WR,LV,182,Thunder Bowl Consensus,24.8,27.8,3.0,,0.0,24.8,,,24.8,,,-186.0,-186.0,0.0,-182.4,,,1,1,1,1,1,1,,,,FA,0,178,,,TEAM_CONFLICT_FBG
cbs:2188826,Adam Prentice,RB,DEN,139,Thunder Bowl Consensus,10.6,9.7,-0.9,,,,10.6,,10.6,,,-179.6,-179.6,0.0,,-185.7,,1,1,1,1,1,1,,,,,,131,,,
fbg:seaxxx99,Seattle Seahawks,DST,SEA,3,Thunder Bowl Consensus,186.6,186.8,0.2,186.6,136.8,,,,186.6,,,22.2,22.2,0.0,,,,8,4,3,3,3,3,1,83,,SEA,0,3,3,,
fbg:ramxxx99,Los Angeles Rams,DST,LAR,4,Thunder Bowl Consensus,167.7,168.2,0.5,167.7,117.7,,,,167.7,,,3.6,3.6,0.0,,,,2,2,2,2,2,2,1,126,,LAR,0,7,10,,
fbg:phixxx99,Philadelphia Eagles,DST,PHI,5,Thunder Bowl Consensus,165.1,165.1,0.0,165.1,121.2,,,,165.1,,,0.5,0.5,0.0,,,,1,1,1,1,1,1,1,115,,PHI,0,11,8,,
fbg:MyerJa44,Jason Myers,K,SEA,1,Thunder Bowl Consensus,140.6,140.5,-0.1,140.6,161.6,,,,140.6,,143.3,14.1,14.1,0.0,,,,6,3,3,2,2,3,1,81,2.17,SEA,0,3,2,3,
fbg:FairKa99,Ka'imi Fairbairn,K,HOU,2,Thunder Bowl Consensus,138.8,138.1,-0.7,138.8,160.0,,,,138.8,,134.1,11.7,11.7,0.0,,,,5,2,2,2,2,2,1,84,1.60,HOU,0,4,4,9,
fbg:AndrMa00,Mark Andrews,TE,BAL,9,Thunder Bowl Consensus,167.4,166.9,-0.5,156.9,104.4,170.1,167.2,175.7,168.6,18.8,155.6,-4.7,-4.7,0.0,-9.6,0.0,0.0,1,1,2,2,2,2,1,96,5.00,BAL,0,13,8,16,
fbg:HerbJu00,Justin Herbert,QB,LAC,9,Thunder Bowl Consensus,334.4,335.4,1.0,337.9,340.9,337.1,340.1,322.4,337.5,17.7,326.8,-2.7,-2.7,0.0,0.3,-5.2,,1,2,1,1,1,1,4,60,18.48,LAC,0,15,9,4,
fbg:WillCa01,Caleb Williams,QB,CHI,10,Thunder Bowl Consensus,343.9,344.7,0.8,338.4,344.8,346.5,346.9,,346.5,8.5,351.8,6.6,6.6,0.0,9.7,1.6,,3,5,4,4,4,4,6,53,10.77,CHI,0,8,7,13,
fbg:LapoSa00,Sam LaPorta,TE,DET,10,Thunder Bowl Consensus,184.5,184.3,-0.2,166.5,105.9,188.4,179.8,203.7,184.1,37.2,155.5,12.7,12.7,0.0,8.7,12.6,28.0,5,5,3,3,3,3,1,90,7.10,DET,0,9,7,10,
fbg:LawrTr00,Trevor Lawrence,QB,JAX,11,Thunder Bowl Consensus,343.5,344.6,1.1,335.1,340.1,348.3,347.1,,347.1,13.2,319.7,6.5,6.5,0.0,11.5,1.8,,3,4,3,3,3,3,4,62,14.85,JAX,1,9,10,7,FBG_NEGATIVE_WEEK
fbg:LikeIs00,Isaiah Likely,TE,NYG,11,Thunder Bowl Consensus,171.6,171.6,0.0,158.9,101.5,187.9,164.8,175.1,169.9,29.0,146.0,0.0,0.0,0.0,8.2,-2.4,-0.6,1,2,2,2,2,2,1,102,6.22,NYG,1,12,11,13,FBG_NEGATIVE_WEEK
cbs:2071540,Marquez Valdes-Scantling,WR,DAL,126,Thunder Bowl Consensus,40.0,43.0,3.0,,0.0,40.0,,,40.0,,,-170.8,-170.8,0.0,-167.2,,,1,1,1,1,1,1,,,,DAL,0,134,,,
cbs:2080270,Zay Jones,WR,ARI,144,Thunder Bowl Consensus,33.3,36.3,3.0,,0.0,33.3,,,33.3,,,-177.5,-177.5,0.0,-173.9,,,1,1,1,1,1,1,,,,FA,0,146,,,TEAM_CONFLICT_FBG
cbs:1871375,Chris Moore,WR,BAL,160,Thunder Bowl Consensus,30.0,33.0,3.0,,0.0,30.0,,,30.0,,,-180.8,-180.8,0.0,-177.2,,,1,1,1,1,1,1,,,,BAL,0,155,,,
cbs:1880880,Brandin Cooks,WR,BUF,163,Thunder Bowl Consensus,29.7,32.7,3.0,,0.0,29.7,,,29.7,,,-181.1,-181.1,0.0,-177.5,,,1,1,1,1,1,1,,,,FA,0,156,,,TEAM_CONFLICT_FBG
cbs:2256736,Patrick Taylor,RB,SF,116,Thunder Bowl Consensus,19.1,18.2,-0.9,,,19.1,,,19.1,,,-171.1,-171.1,0.0,-166.7,,,1,1,1,1,1,1,,,,,,109,,,
cbs:1996786,Sterling Shepard,WR,TB,173,Thunder Bowl Consensus,27.7,30.7,3.0,,,27.7,,,27.7,,,-183.1,-183.1,0.0,-179.5,,,1,1,1,1,1,1,,,,,,169,,,
cbs:2261254,Kene Nwangwu,RB,NYJ,118,Thunder Bowl Consensus,1.2,0.3,-0.9,1.2,,,,,1.2,,,-189.0,-189.0,0.0,,,,1,1,1,1,1,1,,,,,,159,,,
cbs:2131796,Josh Reynolds,WR,NYJ,188,Thunder Bowl Consensus,23.8,26.8,3.0,,,23.8,,,23.8,,,-187.0,-187.0,0.0,-183.4,,,1,1,1,1,1,1,,,,,,181,,,
cbs:2251305,Miles Sanders,RB,DAL,136,Thunder Bowl Consensus,9.9,9.0,-0.9,,,9.9,,,9.9,,,-180.3,-180.3,0.0,-175.9,,,1,1,1,1,1,1,,,,,,133,,,
cbs:2249831,Travis Homer,RB,PIT,150,Thunder Bowl Consensus,3.8,2.9,-0.9,3.8,,,,,3.8,,,-186.4,-186.4,0.0,,,,1,1,1,1,1,1,,,,,,149,,,
fbg:minxxx99,Minnesota Vikings,DST,MIN,6,Thunder Bowl Consensus,171.7,172.1,0.4,171.7,129.8,,,,171.7,,,7.5,7.5,0.0,,,,3,3,2,2,2,2,1,97,,MIN,0,6,4,,
fbg:atlxxx99,Atlanta Falcons,DST,ATL,7,Thunder Bowl Consensus,172.8,173.0,0.2,172.8,109.9,,,,172.8,,,8.4,8.4,0.0,,,,4,3,3,3,3,3,1,147,,ATL,1,5,18,,FBG_NEGATIVE_WEEK|MARKET_RANK_VS_FBG_12
fbg:detxxx99,Detroit Lions,DST,DET,8,Thunder Bowl Consensus,167.0,167.3,0.3,167.0,113.2,,,,167.0,,,2.7,2.7,0.0,,,,2,2,2,2,2,2,1,134,,DET,0,8,14,,
fbg:sdgxxx99,Los Angeles Chargers,DST,LAC,9,Thunder Bowl Consensus,160.8,160.9,0.1,160.8,121.4,,,,160.8,,,-3.7,-3.7,0.0,,,,1,1,1,1,1,1,1,114,,LAC,1,15,7,,FBG_NEGATIVE_WEEK
fbg:AubrBr00,Brandon Aubrey,K,DAL,3,Thunder Bowl Consensus,146.2,145.7,-0.5,146.2,,,,,146.2,,132.4,19.3,19.3,0.0,,,,7,3,3,3,3,3,2,75,3.89,,,1,1,1,
fbg:GrupBl00,Blake Grupe,K,IND,4,Thunder Bowl Consensus,66.2,65.4,-0.8,66.2,82.8,,,,66.2,,131.6,-61.0,-61.0,0.0,,,,1,1,1,1,1,1,1,236,,IND,0,30,29,,CANDIDATE_MODEL_OUTLIER
fbg:FolkNi44,Nick Folk,K,ATL,5,Thunder Bowl Consensus,121.1,121.1,0.0,121.1,138.2,,,,121.1,,129.9,-5.3,-5.3,0.0,,,,1,1,1,1,1,1,1,132,,ATL,1,19,18,,FBG_NEGATIVE_WEEK
fbg:BateJa00,Jake Bates,K,DET,6,Thunder Bowl Consensus,132.0,132.0,0.0,132.0,150.5,,,,132.0,,125.7,5.6,5.6,0.0,,,,3,2,2,2,2,2,1,105,1.33,DET,0,7,8,13,
fbg:DickCa44,Cameron Dicker,K,LAC,7,Thunder Bowl Consensus,140.6,140.0,-0.6,140.6,161.1,,,,140.6,,124.0,13.6,13.6,0.0,,,,6,3,2,3,3,2,1,82,2.04,LAC,0,2,3,4,
cbs:1850793,Darren Waller,TE,MIA,80,Thunder Bowl Consensus,100.6,100.3,-0.3,73.5,0.0,117.1,111.6,,111.6,43.6,,-71.3,-71.3,0.0,-62.6,-55.6,,1,1,1,1,1,1,,,,FA,0,32,,,TEAM_CONFLICT_FBG|FBG_LATEST_ZERO
cbs:1685963,Zach Ertz,TE,WAS,84,Thunder Bowl Consensus,23.8,23.2,-0.6,,0.0,23.8,,,23.8,,,-148.4,-148.4,0.0,-155.9,,,1,1,1,1,1,1,,,,FA,0,90,,,TEAM_CONFLICT_FBG
cbs:2179491,David Sills,WR,TB,135,Thunder Bowl Consensus,35.0,38.0,3.0,,,35.0,,,35.0,,,-175.8,-175.8,0.0,-172.2,,,1,1,1,1,1,1,,,,,,140,,,
cbs:26697211,Donovan Edwards,RB,MIA,101,Thunder Bowl Consensus,22.9,22.1,-0.8,,,,22.9,,22.9,,34.5,-167.2,-167.2,0.0,,-173.4,,1,1,1,1,1,1,,,,,,96,,,
cbs:2139642,Dante Pettis,WR,NO,171,Thunder Bowl Consensus,28.0,31.0,3.0,,0.0,28.0,,,28.0,,,-182.8,-182.8,0.0,-179.2,,,1,1,1,1,1,1,,,,BUF,0,167,,,TEAM_CONFLICT_FBG
cbs:2139270,Noah Brown,WR,WAS,177,Thunder Bowl Consensus,27.0,30.0,3.0,,0.0,27.0,,,27.0,,,-183.8,-183.8,0.0,-180.2,,,1,1,1,1,1,1,,,,FA,0,173,,,TEAM_CONFLICT_FBG
cbs:2180075,Scott Miller,WR,CHI,179,Thunder Bowl Consensus,25.5,28.5,3.0,,,25.5,,,25.5,,,-185.3,-185.3,0.0,-181.7,,,1,1,1,1,1,1,,,,,,176,,,
cbs:26698435,Carson Steele,RB,PHI,121,Thunder Bowl Consensus,14.7,13.9,-0.8,,,14.7,,,14.7,,,-175.4,-175.4,0.0,-171.1,,,1,1,1,1,1,1,,,,,,121,,,
cbs:26698879,Corey Kiner,RB,ARI,122,Thunder Bowl Consensus,14.7,13.8,-0.9,,,14.7,,,14.7,,,-175.5,-175.5,0.0,-171.1,,,1,1,1,1,1,1,,,,,,122,,,
cbs:2804075,Michael Carter,RB,TEN,130,Thunder Bowl Consensus,11.5,10.6,-0.9,,,11.5,,,11.5,,,-178.7,-178.7,0.0,-174.3,,,1,1,1,1,1,1,,,,,,127,,,
cbs:2174795,DeAndre Carter,WR,CLE,200,Thunder Bowl Consensus,18.5,21.5,3.0,,,18.5,,,18.5,,,-192.3,-192.3,0.0,-188.7,,,1,1,1,1,1,1,,,,,,188,,,
cbs:26728625,Lucas Scott,RB,BAL,148,Thunder Bowl Consensus,4.0,3.1,-0.9,,,4.0,,,4.0,,,-186.2,-186.2,0.0,-181.8,,,1,1,1,1,1,1,,,,,,146,,,
cbs:26697728,Robbie Ouzts,RB,SEA,151,Thunder Bowl Consensus,2.4,1.5,-0.9,,,2.4,,,2.4,,,-187.8,-187.8,0.0,-183.4,,,1,1,1,1,1,1,,,,,,152,,,
cbs:2240307,Shane Buechele,QB,BUF,62,Thunder Bowl Consensus,14.0,13.4,-0.6,,0.0,,14.0,,14.0,,9.6,-324.7,-324.7,0.0,,-331.3,,1,1,1,1,1,1,,,,BUF,0,59,,,
cbs:2071844,Joshua Dobbs,QB,NE,66,Thunder Bowl Consensus,9.2,8.6,-0.6,6.4,0.0,,12.0,,9.2,5.6,10.8,-329.5,-329.5,0.0,,-333.3,,1,1,1,1,1,1,,,,FA,0,73,,,TEAM_CONFLICT_FBG
fbg:pitxxx99,Pittsburgh Steelers,DST,PIT,10,Thunder Bowl Consensus,177.9,178.2,0.3,177.9,126.7,,,,177.9,,,13.6,13.6,0.0,,,,5,4,3,3,3,3,1,103,,PIT,0,4,5,,
fbg:norxxx99,New Orleans Saints,DST,NO,11,Thunder Bowl Consensus,148.7,149.0,0.3,148.7,117.0,,,,148.7,,,-15.6,-15.6,0.0,,,,1,1,1,1,1,1,1,128,,NO,1,24,12,,FBG_NEGATIVE_WEEK|MARKET_RANK_VS_FBG_12
fbg:MeviHa00,Harrison Mevis,K,LAR,8,Thunder Bowl Consensus,122.2,121.7,-0.5,122.2,140.2,,,,122.2,,122.4,-4.7,-4.7,0.0,,,,1,1,1,1,1,1,1,129,1.45,LAR,0,17,17,10,
fbg:SantCa44,Cairo Santos,K,CHI,9,Thunder Bowl Consensus,127.2,127.0,-0.2,127.2,145.1,,,,127.2,,122.4,0.6,0.6,0.0,,,,1,1,1,1,1,1,1,116,1.15,CHI,1,11,11,16,FBG_NEGATIVE_WEEK
fbg:McLaCh44,Chase McLaughlin,K,TB,10,Thunder Bowl Consensus,132.2,131.7,-0.5,132.2,151.6,,,,132.2,,121.5,5.3,5.3,0.0,,,,3,2,2,2,2,2,1,101,1.79,TB,0,6,6,6,
fbg:ReicWi00,Will Reichard,K,MIN,11,Thunder Bowl Consensus,125.8,126.1,0.3,125.8,144.2,,,,125.8,,119.0,-0.3,-0.3,0.0,,,,1,1,1,1,1,1,1,118,1.40,MIN,0,13,12,12,
fbg:KittGe00,George Kittle,TE,SF,12,Thunder Bowl Consensus,185.3,184.6,-0.7,170.7,99.7,204.1,175.4,191.5,183.4,33.4,152.0,13.0,13.0,0.0,24.4,8.2,15.8,5,5,5,5,5,5,1,108,9.01,SF,0,8,12,8,
fbg:LoopTy00,Tyler Loop,K,BAL,12,Thunder Bowl Consensus,136.0,135.1,-0.9,136.0,154.8,,,,136.0,,118.2,8.7,8.7,0.0,,,,4,2,2,2,2,2,1,95,1.21,BAL,0,5,5,14,
fbg:McLaTe00,Terry McLaurin,WR,WAS,24,Thunder Bowl Consensus,214.0,213.8,-0.2,205.3,,218.7,210.1,221.9,214.4,16.6,202.8,0.0,0.0,0.0,11.5,0.0,3.7,1,5,5,5,5,5,2,74,12.20,,,23,29,23,
fbg:MontDa01,David Montgomery,RB,HOU,24,Thunder Bowl Consensus,197.6,197.0,-0.6,205.1,172.1,185.8,196.3,203.0,199.7,19.3,171.0,7.7,7.7,0.0,0.0,0.0,17.0,4,7,7,7,7,7,10,42,17.47,HOU,0,23,23,14,
fbg:NixxBo00,Bo Nix,QB,DEN,12,Thunder Bowl Consensus,328.5,329.2,0.7,332.7,335.6,311.8,340.9,,332.7,29.1,335.9,-8.9,-8.9,0.0,-25.0,-4.4,,1,2,1,1,1,1,3,66,7.12,DEN,1,16,11,23,FBG_NEGATIVE_WEEK
fbg:clexxx99,Cleveland Browns,DST,CLE,12,Thunder Bowl Consensus,161.6,161.9,0.3,161.6,117.1,,,,161.6,,,-2.7,-2.7,0.0,,,,1,1,1,1,1,1,1,127,,CLE,1,14,11,,FBG_NEGATIVE_WEEK
fbg:WillJa09,Jameson Williams,WR,DET,25,Thunder Bowl Consensus,214.6,217.6,3.0,216.5,147.3,206.4,217.3,218.2,216.9,11.8,160.4,3.8,3.8,0.0,-0.8,7.2,0.0,1,5,6,6,6,6,8,45,8.51,DET,1,22,14,36,FBG_NEGATIVE_WEEK|CANDIDATE_MODEL_OUTLIER|MARKET_RANK_VS_MFL_12
