pack_player_id,player_name,position,nfl_team,fbg_id,cbs_id,fantasypros_id,pff_id,gsis_id,model_id,source_as_of,exported_at,scoring_fingerprint,authority,fbg_points,cbs_points,fantasypros_points,pff_points,raw_consensus_points,mean_reversion_delta,within_position_delta,season_context_delta,durability_delta,availability_delta,modified_projection_points,uncertainty_low,uncertainty_high,fallback_reason,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18
fbg:EtieTr00,Travis Etienne Jr.,RB,NO,EtieTr00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,216.9,218.6,234.8,201.4,217.9,0,0,0,0,0,217.9,201.4,234.8,,,,,,,,,,,,,,,,,,,
fbg:FlowZa00,Zay Flowers,WR,BAL,FlowZa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,221.6,236.6,241.8,237.2,234.3,0,0,0,0,0,234.3,221.6,241.8,,,,,,,,,,,,,,,,,,,
fbg:McMiTe00,Tetairoa McMillan,WR,CAR,McMiTe00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,212.9,229.6,233.6,236.1,228,0,0,0,0,0,228,212.9,236.1,,,,,,,,,,,,,,,,,,,
fbg:JudkQu00,Quinshon Judkins,RB,CLE,JudkQu00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,216.1,195,214.1,223.6,212.3,0,0,0,0,0,212.3,195,223.6,,,,,,,,,,,,,,,,,,,
fbg:PittKy00,Kyle Pitts Sr.,TE,ATL,PittKy00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,179.9,201.7,195.6,194,192.7,0,0,0,0,0,192.7,179.9,201.7,,,,,,,,,,,,,,,,,,,
fbg:HiggTe00,Tee Higgins,WR,CIN,HiggTe00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,219.4,230.4,221.5,222.8,223.5,0,0,0,0,0,223.5,219.4,230.4,,,,,,,,,,,,,,,,,,,
fbg:IrviBu00,Bucky Irving,RB,TB,IrviBu00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,199.3,237.8,223.3,219.8,219.9,0,0,0,0,0,219.9,199.3,237.8,,,,,,,,,,,,,,,,,,,
fbg:FannHa00,Harold Fannin Jr.,TE,CLE,FannHa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,173.5,202.3,191.2,203.6,192.6,0,0,0,0,0,192.6,173.5,203.6,,,,,,,,,,,,,,,,,,,
fbg:DaniJa00,Jayden Daniels,QB,WAS,DaniJa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,344.2,365.5,359.2,331.9,350.1,0,0,0,0,0,350.1,331.9,365.5,,,,,,,,,,,,,,,,,,,
fbg:BurdLu00,Luther Burden III,WR,CHI,BurdLu00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,215.9,207.2,208,223.9,213.8,0,0,0,0,0,213.8,207.2,223.9,,,,,,,,,,,,,,,,,,,
fbg:SwifDA00,D'Andre Swift,RB,CHI,SwifDA00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,208.1,227.5,222.8,204.7,215.7,0,0,0,0,0,215.7,204.7,227.5,,,,,,,,,,,,,,,,,,,
fbg:WarrJa00,Jaylen Warren,RB,PIT,WarrJa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,202.3,182.8,197.5,174.5,189.3,0,0,0,0,0,189.3,174.5,202.3,,,,,,,,,,,,,,,,,,,
cbs:1759407,Michael Burton,RB,CLE,,1759407,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,,17,,17,0,0,0,0,0,17,17,17,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
fbg:KelcTr00,Travis Kelce,TE,KC,KelcTr00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,178.4,179.7,181.6,188.4,182,0,0,0,0,0,182,178.4,188.4,,,,,,,,,,,,,,,,,,,
fbg:HurtJa00,Jalen Hurts,QB,PHI,HurtJa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,353.3,348.7,361.7,341.6,351.3,0,0,0,0,0,351.3,341.6,361.7,,,,,,,,,,,,,,,,,,,
fbg:WilsGa00,Garrett Wilson,WR,NYJ,WilsGa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,221.5,226.6,242.7,238.3,232.3,0,0,0,0,0,232.3,221.5,242.7,,,,,,,,,,,,,,,,,,,
fbg:MoorDJ00,DJ Moore,WR,BUF,MoorDJ00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,213.2,199.5,208.7,215.8,209.3,0,0,0,0,0,209.3,199.5,215.8,,,,,,,,,,,,,,,,,,,
fbg:WaddJa00,Jaylen Waddle,WR,DEN,WaddJa00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,217.2,221.4,210.1,222.1,217.7,0,0,0,0,0,217.7,210.1,222.1,,,,,,,,,,,,,,,,,,,
cbs:1824308,Ameer Abdullah,RB,JAC,,1824308,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,3.8,,,,3.8,0,0,0,0,0,3.8,3.8,3.8,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
cbs:2010409,Dare Ogunbowale,RB,HOU,,2010409,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,22,,,22,0,0,0,0,0,22,22,22,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
fbg:denxxx99,Denver Broncos,DST,DEN,denxxx99,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,208.3,,,,208.3,0,0,0,0,0,208.3,208.3,208.3,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
fbg:KrafTu00,Tucker Kraft,TE,GB,KrafTu00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,173.6,186.5,178.7,209.9,187.1,0,0,0,0,0,187.1,173.6,209.9,,,,,,,,,,,,,,,,,,,
fbg:PresDa01,Dak Prescott,QB,DAL,PresDa01,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,342.8,350.8,356.4,,350,0,0,0,0,0,350,342.8,356.4,,,,,,,,,,,,,,,,,,,
fbg:EgbuEm00,Emeka Egbuka,WR,TB,EgbuEm00,,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,204.3,218.6,228.2,222.7,218.4,0,0,0,0,0,218.4,204.3,228.2,,,,,,,,,,,,,,,,,,,
cbs:1620002,Tyler Johnson,WR,DAL,,1620002,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,36.7,,,36.7,0,0,0,0,0,36.7,36.7,36.7,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
cbs:2131774,Andrew Beck,RB,NYJ,,2131774,,,,tb-accuracy-consensus-20260809-v1,2026-08-21T14:45:07.709Z,2026-08-21T14:46:47.271Z,tb26-ppr-6pt-pass-td-minus2-int-2pt-sack-50fg-v1,candidate_only,,,14.8,,14.8,0,0,0,0,0,14.8,14.8,14.8,Single-source pass-through; no second premium projection matched this player,,,,,,,,,,,,,,,,,,
